# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_2023	chebi:16982;chebi:57540	85.1529;59.4934
r_2657_rvs	UNK:s_3256;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2658_fwd	MNXM69594;UNK:s_3275	phosphatidylcholine (1-18:0, 2-18:1);monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)	PC(18:0/P-18:1(9Z));	CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89679;	0.1776;
r_2658_rvs	UNK:s_3256;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2659_fwd	MNXM71112;UNK:s_3275	phosphatidylcholine (1-18:1, 2-18:1);monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)	PC(P-18:1(9Z)/18:1(9Z));	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89504;	0.2251;
r_2659_rvs	UNK:s_3256;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2660_fwd	MNXM588721;UNK:s_3276	phosphatidylcholine (1-16:0, 2-16:1);monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)	phosphatidylcholine (16:0/16:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134592;	#;
r_2660_rvs	UNK:s_3245;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2661_fwd	MNXM588730;UNK:s_3276	phosphatidylcholine (1-16:1, 2-16:1);monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)	phosphatidylcholine (16:1/16:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134637;	#;
r_2661_rvs	UNK:s_3245;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2662_fwd	MNXM71041;UNK:s_3276	phosphatidylcholine (1-18:0, 2-16:1);monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)	PC(P-18:0/16:1(9Z));	CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89972;	0.1899;
r_2662_rvs	UNK:s_3245;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2663_fwd	MNXM71109;UNK:s_3276	phosphatidylcholine (1-18:1, 2-16:1);monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)	PC(P-18:1(9Z)/16:1(9Z));	CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89506;	0.2347;
r_2663_rvs	UNK:s_3245;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2664_fwd	MNXM588723;UNK:s_3276	phosphatidylcholine (1-16:0, 2-18:1);monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)	phosphatidylcholine (16:0/18:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134594;	#;
r_2664_rvs	UNK:s_3257;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2665_fwd	MNXM69413;UNK:s_3276	phosphatidylcholine (1-16:1, 2-18:1);monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)	PC(16:1(9Z)/P-18:1(9Z));	CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89668;	0.2162;
r_2665_rvs	UNK:s_3257;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2666_fwd	MNXM69594;UNK:s_3276	phosphatidylcholine (1-18:0, 2-18:1);monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)	PC(18:0/P-18:1(9Z));	CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89679;	0.1776;
r_2666_rvs	UNK:s_3257;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2667_fwd	MNXM71112;UNK:s_3276	phosphatidylcholine (1-18:1, 2-18:1);monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)	PC(P-18:1(9Z)/18:1(9Z));	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89504;	0.2251;
r_2667_rvs	UNK:s_3257;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2668_fwd	MNXM588721;UNK:s_3278	phosphatidylcholine (1-16:0, 2-16:1);monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)	phosphatidylcholine (16:0/16:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134592;	#;
r_2668_rvs	UNK:s_3264;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2669_fwd	MNXM588730;UNK:s_3278	phosphatidylcholine (1-16:1, 2-16:1);monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)	phosphatidylcholine (16:1/16:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134637;	#;
r_2669_rvs	UNK:s_3264;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2670_fwd	MNXM71041;UNK:s_3278	phosphatidylcholine (1-18:0, 2-16:1);monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)	PC(P-18:0/16:1(9Z));	CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89972;	0.1899;
r_2670_rvs	UNK:s_3264;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2671_fwd	MNXM71109;UNK:s_3278	phosphatidylcholine (1-18:1, 2-16:1);monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)	PC(P-18:1(9Z)/16:1(9Z));	CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89506;	0.2347;
r_2671_rvs	UNK:s_3264;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2672_fwd	MNXM588723;UNK:s_3278	phosphatidylcholine (1-16:0, 2-18:1);monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)	phosphatidylcholine (16:0/18:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134594;	#;
r_2672_rvs	UNK:s_3297_s_3428_s_3450_s_3694;UNK:s_3308	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2673_fwd	MNXM69413;UNK:s_3278	phosphatidylcholine (1-16:1, 2-18:1);monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)	PC(16:1(9Z)/P-18:1(9Z));	CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89668;	0.2162;
r_2673_rvs	UNK:s_3299_s_3429_s_3453_s_3696;UNK:s_3308	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2674_fwd	MNXM69594;UNK:s_3278	phosphatidylcholine (1-18:0, 2-18:1);monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)	PC(18:0/P-18:1(9Z));	CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89679;	0.1776;
r_2674_rvs	UNK:s_3301_s_3430_s_3455_s_3698;UNK:s_3308	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2675_fwd	MNXM71112;UNK:s_3278	phosphatidylcholine (1-18:1, 2-18:1);monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)	PC(P-18:1(9Z)/18:1(9Z));	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89504;	0.2251;
r_2675_rvs	UNK:s_3303_s_3431_s_3457_s_3700;UNK:s_3308	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2676_fwd	MNXM588721;UNK:s_3279	phosphatidylcholine (1-16:0, 2-16:1);monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)	phosphatidylcholine (16:0/16:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134592;	#;
r_2676_rvs	UNK:s_3265;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2677_fwd	MNXM588730;UNK:s_3279	phosphatidylcholine (1-16:1, 2-16:1);monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)	phosphatidylcholine (16:1/16:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134637;	#;
r_2677_rvs	UNK:s_3265;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2678_fwd	MNXM71041;UNK:s_3279	phosphatidylcholine (1-18:0, 2-16:1);monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)	PC(P-18:0/16:1(9Z));	CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89972;	0.1899;
r_2678_rvs	UNK:s_3265;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2679_fwd	MNXM71109;UNK:s_3279	phosphatidylcholine (1-18:1, 2-16:1);monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)	PC(P-18:1(9Z)/16:1(9Z));	CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89506;	0.2347;
r_2679_rvs	UNK:s_3265;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2680_fwd	MNXM588723;UNK:s_3279	phosphatidylcholine (1-16:0, 2-18:1);monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)	phosphatidylcholine (16:0/18:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134594;	#;
r_2680_rvs	UNK:s_3297_s_3428_s_3450_s_3694;UNK:s_3309	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2681_fwd	MNXM69413;UNK:s_3279	phosphatidylcholine (1-16:1, 2-18:1);monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)	PC(16:1(9Z)/P-18:1(9Z));	CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89668;	0.2162;
r_2681_rvs	UNK:s_3299_s_3429_s_3453_s_3696;UNK:s_3309	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2682_fwd	MNXM69594;UNK:s_3279	phosphatidylcholine (1-18:0, 2-18:1);monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)	PC(18:0/P-18:1(9Z));	CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89679;	0.1776;
r_2682_rvs	UNK:s_3301_s_3430_s_3455_s_3698;UNK:s_3309	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2683_fwd	MNXM71112;UNK:s_3279	phosphatidylcholine (1-18:1, 2-18:1);monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)	PC(P-18:1(9Z)/18:1(9Z));	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89504;	0.2251;
r_2683_rvs	UNK:s_3303_s_3431_s_3457_s_3700;UNK:s_3309	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2684_fwd	MNXM588721;UNK:s_3280	phosphatidylcholine (1-16:0, 2-16:1);monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)	phosphatidylcholine (16:0/16:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134592;	#;
r_2684_rvs	UNK:s_3266;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2685_fwd	MNXM588730;UNK:s_3280	phosphatidylcholine (1-16:1, 2-16:1);monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)	phosphatidylcholine (16:1/16:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134637;	#;
r_2685_rvs	UNK:s_3266;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2686_fwd	MNXM71041;UNK:s_3280	phosphatidylcholine (1-18:0, 2-16:1);monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)	PC(P-18:0/16:1(9Z));	CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89972;	0.1899;
r_2686_rvs	UNK:s_3266;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2687_fwd	MNXM71109;UNK:s_3280	phosphatidylcholine (1-18:1, 2-16:1);monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)	PC(P-18:1(9Z)/16:1(9Z));	CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89506;	0.2347;
r_2687_rvs	UNK:s_3266;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2688_fwd	MNXM588723;UNK:s_3280	phosphatidylcholine (1-16:0, 2-18:1);monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)	phosphatidylcholine (16:0/18:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134594;	#;
r_2688_rvs	UNK:s_3297_s_3428_s_3450_s_3694;UNK:s_3310	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2689_fwd	MNXM69413;UNK:s_3280	phosphatidylcholine (1-16:1, 2-18:1);monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)	PC(16:1(9Z)/P-18:1(9Z));	CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89668;	0.2162;
r_2689_rvs	UNK:s_3299_s_3429_s_3453_s_3696;UNK:s_3310	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2690_fwd	MNXM69594;UNK:s_3280	phosphatidylcholine (1-18:0, 2-18:1);monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)	PC(18:0/P-18:1(9Z));	CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89679;	0.1776;
r_2690_rvs	UNK:s_3301_s_3430_s_3455_s_3698;UNK:s_3310	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2691_fwd	MNXM71112;UNK:s_3280	phosphatidylcholine (1-18:1, 2-18:1);monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)	PC(P-18:1(9Z)/18:1(9Z));	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89504;	0.2251;
r_2691_rvs	UNK:s_3303_s_3431_s_3457_s_3700;UNK:s_3310	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2692_fwd	MNXM588721;UNK:s_3281	phosphatidylcholine (1-16:0, 2-16:1);monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)	phosphatidylcholine (16:0/16:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134592;	#;
r_2692_rvs	UNK:s_3267;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2693_fwd	MNXM588730;UNK:s_3281	phosphatidylcholine (1-16:1, 2-16:1);monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)	phosphatidylcholine (16:1/16:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134637;	#;
r_2693_rvs	UNK:s_3267;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2694_fwd	MNXM71041;UNK:s_3281	phosphatidylcholine (1-18:0, 2-16:1);monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)	PC(P-18:0/16:1(9Z));	CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89972;	0.1899;
r_2694_rvs	UNK:s_3267;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2695_fwd	MNXM71109;UNK:s_3281	phosphatidylcholine (1-18:1, 2-16:1);monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)	PC(P-18:1(9Z)/16:1(9Z));	CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89506;	0.2347;
r_2695_rvs	UNK:s_3267;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2696_fwd	MNXM588723;UNK:s_3281	phosphatidylcholine (1-16:0, 2-18:1);monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)	phosphatidylcholine (16:0/18:1);	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:134594;	#;
r_2696_rvs	UNK:s_3297_s_3428_s_3450_s_3694;UNK:s_3311	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	;	;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	;	;
r_2697_fwd	MNXM69413;UNK:s_3281	phosphatidylcholine (1-16:1, 2-18:1);monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)	PC(16:1(9Z)/P-18:1(9Z));	CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C;	yHMPu5000034667_Blastobotrys_serpentis@Seq_2805	chebi:89668;	0.2162;
