rxn_src	dir	enz	protein_stoich	status	comments
SBTLt_c_e	REV	YJR158W	YJR158W:1	protStoichAsgnAuto	
SBTLt_c_e	FWD	YDL245C	YDL245C:1	protStoichAsgnAuto	
SBTLt_c_e	REV	YDL245C	YDL245C:1	protStoichAsgnAuto	
SBTLt_c_e	FWD	YNR072W	YNR072W:1	protStoichAsgnAuto	
SBTLt_c_e	REV	YNR072W	YNR072W:1	protStoichAsgnAuto	
EX_srb__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
SRBt_c_e	FWD	YOL156W	YOL156W:1	protStoichAsgnAuto	
SRBt_c_e	REV	YOL156W	YOL156W:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YEL069C	YEL069C:1	protStoichAsgnAuto	
SRBt_c_e	REV	YEL069C	YEL069C:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YDR342C	YDR342C:1	protStoichAsgnAuto	
SRBt_c_e	REV	YDR342C	YDR342C:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YNR072W	YNR072W:1	protStoichAsgnAuto	
SRBt_c_e	REV	YNR072W	YNR072W:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YDR343C	YDR343C:1	protStoichAsgnAuto	
SRBt_c_e	REV	YDR343C	YDR343C:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YJR158W	YJR158W:1	protStoichAsgnAuto	
SRBt_c_e	REV	YJR158W	YJR158W:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YHR092C	YHR092C:1	protStoichAsgnAuto	
SRBt_c_e	REV	YHR092C	YHR092C:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YDR345C	YDR345C:1	protStoichAsgnAuto	
SRBt_c_e	REV	YDR345C	YDR345C:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YJL214W	YJL214W:1	protStoichAsgnAuto	
SRBt_c_e	REV	YJL214W	YJL214W:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YMR011W	YMR011W:1	protStoichAsgnAuto	
SRBt_c_e	REV	YMR011W	YMR011W:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YHR094C	YHR094C:1	protStoichAsgnAuto	
SRBt_c_e	REV	YHR094C	YHR094C:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YFL011W	YFL011W:1	protStoichAsgnAuto	
SRBt_c_e	REV	YFL011W	YFL011W:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YHR096C	YHR096C:1	protStoichAsgnAuto	
SRBt_c_e	REV	YHR096C	YHR096C:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YJL219W	YJL219W:1	protStoichAsgnAuto	
SRBt_c_e	REV	YJL219W	YJL219W:1	protStoichAsgnAuto	
SRBt_c_e	FWD	YDL245C	YDL245C:1	protStoichAsgnAuto	
SRBt_c_e	REV	YDL245C	YDL245C:1	protStoichAsgnAuto	
EX_thr__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_trp__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_tyr__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_val__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_lanost_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_ddca_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
MALOAAta_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
MALOAAta_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_malt_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
MANNANt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
MANNANt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
METt_c_m	FWD	YDR508C	YDR508C:1	protStoichAsgnManual	Interacts with RRT2 (PubMed:21880895).
MGSA_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
EX_inost_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_Nfortyr2_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NADPt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NADPt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
NADPHt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NADPHt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
NH4t_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NH4t_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
NCAMt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NCAMt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_nac_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_nmn_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NMNt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NMNt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
NMNt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NMNt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
NMNt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NDP4_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
NTP4_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
ACRNt_c_m	FWD	YOR100C	YOR100C:1	protStoichAsgnAuto	
O2t_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
O2t_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
O2t_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
O2t_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
O2t_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
O2t_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
O2t_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
O2t_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_octa_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OAAt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OAAt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_oaa_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GTHOXt_c_e	FWD	YJL212C	YJL212C:1	protStoichAsgnAuto	
TRDOXt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TRDOXt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_o2_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_o2_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_hdca_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_hdcea_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PMTCOAt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PMTCOAt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAN4Pt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAN4Pt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
PTPATi_m	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
PAPt_c	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAPt_c	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_pectin_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_pheac_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_pacald_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PACALDt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PACALDt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
PACALDt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PACALDt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
PHEt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_pi_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_pi_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
PIt_c_v	FWD	YNR013C	YNR013C:1	protStoichAsgnManual	May function as a monomer.
PIt_c_v	REV	YNR013C	YNR013C:1	protStoichAsgnManual	May function as a monomer.
EX_k_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_k_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
PPPG9t_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PPPG9t_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
PRPPt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PRPPt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_ptrc_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PYDXK_c	FWD	YNR027W	YNR027W:1	protStoichAsgnAuto	
PYDAMK_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
HYPOE_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
EX_pydxn_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PMDPHT_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
PYNP2r_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
PYNP2r_c	REV	UNKNOWN	zeroCost	protStoichAsgnAuto	
PPIt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PPIt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_pyr_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
QULNt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
QULNt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
TRDRDt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TRDRDt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_ribflv_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
RIBFLVt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
RIBFLVt_c_e	FWD	YOR306C	YOR306C:1	protStoichAsgnAuto	
RIBt_c_e	FWD	YHR092C	YHR092C:1	protStoichAsgnAuto	
RIBt_c_e	FWD	YDR342C	YDR342C:1	protStoichAsgnAuto	
AHCYSt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
AHCYSt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_amet_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_mmet_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
SERt_c_m	FWD	YDR508C	YDR508C:1	protStoichAsgnManual	Interacts with RRT2 (PubMed:21880895).
SERt_c_m	REV	YDR508C	YDR508C:1	protStoichAsgnManual	Interacts with RRT2 (PubMed:21880895).
EX_g3pc_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_na1_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_na1_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
SPMDAT_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
EX_spmd_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_sprm_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
SQLt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
SQLt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
SSQ23EPXt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
SSQ23EPXt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_ocdca_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_succ_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
SUCCt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
SUCCt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_sucr_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_so4_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_so4_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_so3_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_taur_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TTCCOAt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TTCCOAt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
THMP_c	FWD	YDL024C	YDL024C:1	protStoichAsgnAuto	
TMN_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
EX_thmpp_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_thm_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_thmmp_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TMPK_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
THZPSN2_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
THZPSN1_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
THRt_c_m	FWD	YDR508C	YDR508C:1	protStoichAsgnManual	Interacts with RRT2 (PubMed:21880895).
EX_thymd_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TMDK1_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
THYMDt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
THYMDt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
TREt_c_v	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TREt_c_v	REV	SPONT	zeroCost	protStoichAsgnAuto	
TRPt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_ind3eth_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
IND3ETHt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
IND3ETHt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
IND3ETHt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
IND3ETHt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
TYRt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TYRt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TYRt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
UMPt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
UMPt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_ura_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_urea_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_uri_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
VALt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
VALt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_g	FWD	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_g	REV	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_v	FWD	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_v	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_h2o_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_h2o_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
XANt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
XANt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_xtsn_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
XTSNt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_xylt_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
XYLTt_c_e	FWD	YLL043W	YLL043W:1	protStoichAsgnAuto	
XYLTt_c_e	REV	YLL043W	YLL043W:1	protStoichAsgnAuto	
XYLTt_c_e	FWD	YDL245C	YDL245C:1	protStoichAsgnAuto	
XYLTt_c_e	REV	YDL245C	YDL245C:1	protStoichAsgnAuto	
EX_zymst_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ZYMSTt_c_en	FWD	YIL013C	YIL013C:1	protStoichAsgnAuto	
ZYMSTt_c_en	REV	YIL013C	YIL013C:1	protStoichAsgnAuto	
ZYMSTt_c_en	FWD	YOR011W	YOR011W:1	protStoichAsgnAuto	
ZYMSTt_c_en	REV	YOR011W	YOR011W:1	protStoichAsgnAuto	
COAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
Ht_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_14dmlanost_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
14DMLANOSTt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
14DMLANOSTt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_ergtetrol_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ERGTETROLt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ERGTETROLt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCTAt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCTAt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
DCAt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DCAt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
DDCAt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DDCAt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_but_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_hxa_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_ocdcea_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
BUTt_c_e	FWD	YNL065W	YNL065W:1	protStoichAsgnAuto	
BUTt_c_e	REV	YNL065W	YNL065W:1	protStoichAsgnAuto	
HXAt_c_e	FWD	YNL065W	YNL065W:1	protStoichAsgnAuto	
HXAt_c_e	REV	YNL065W	YNL065W:1	protStoichAsgnAuto	
OCDCEAt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCEAt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_ttdca_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
BUTt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
BUTt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
HXAt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
HXAt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
DDCAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DDCAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
TTDCAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TTDCAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
HDCAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
HDCAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
HDCEAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
HDCEAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCDCEAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCEAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
MALCOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
MALCOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
DDCACOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DDCACOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
TDCOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TDCOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PMTCOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PMTCOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
HDCOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
HDCOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
STCOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
STCOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
ODECOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ODECOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
ICOSCOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ICOSCOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
DOCOSCOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DOCOSCOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
TTCCOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TTCCOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
HXCCOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
HXCCOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
Ht_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
Ht_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
H2Ot_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
NADPHt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NADPHt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
NADPt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NADPt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
O2t_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
O2t_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
NADHt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NADHt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
NADt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
NADt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
GLYC3Pt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GLYC3Pt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
DHAPt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DHAPt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PPIt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PPIt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PIt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PIt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CTPt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CTPt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CDPt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CDPt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CMPt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CMPt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CDPEAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CDPEAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CDPCHOLt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CDPCHOLt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
ATPt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ATPt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
AMPt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
AMPt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
INOSTt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
INOSTt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
AMETt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
AMETt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
AHCYSt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
AHCYSt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
EPISTt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EPISTt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
FECOSTt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
FECOSTt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
LANOSTt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
LANOSTt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
ERGSTt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ERGSTt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
ZYMSTt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ZYMSTt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
G3PCt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
G3PCt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
HDCAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
HDCAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
HDCEAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
HDCEAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCDCEAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCEAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
DDCACOAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DDCACOAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
TDCOAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
TDCOAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
PMTCOAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PMTCOAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
HDCOAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
HDCOAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
STCOAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
STCOAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
ODECOAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ODECOAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
GLYC3Pt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
