# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001_1	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_237;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5458	chebi:16004;chebi:15991	27.5412,26.0497;
r_2740_1_fwd	UNK:s_3287;MNXM588721	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:134592	;#
r_2740_1_rvs	UNK:s_3245;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2740_2_fwd	UNK:s_3287;MNXM588721	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:134592	;#
r_2740_2_rvs	UNK:s_3245;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2741_1_fwd	UNK:s_3287;MNXM588730	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:134637	;#
r_2741_1_rvs	UNK:s_3245;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2741_2_fwd	UNK:s_3287;MNXM588730	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:134637	;#
r_2741_2_rvs	UNK:s_3245;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2742_1_fwd	UNK:s_3287;MNXM71041	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:89972	;54.3466
r_2742_1_rvs	UNK:s_3245;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2742_2_fwd	UNK:s_3287;MNXM71041	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:89972	;0.9676
r_2742_2_rvs	UNK:s_3245;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2743_1_fwd	UNK:s_3287;MNXM71109	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:89506	;55.8772
r_2743_1_rvs	UNK:s_3245;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2743_2_fwd	UNK:s_3287;MNXM71109	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:89506	;1.1863
r_2743_2_rvs	UNK:s_3245;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2744_1_fwd	UNK:s_3287;MNXM588723	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-18:1)	;phosphatidylcholine (16:0/18:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:134594	;#
r_2744_1_rvs	UNK:s_3297_s_3428_s_3450_s_3694;UNK:s_3315	1-acylglycerophosphocholine (16:0);cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2744_2_fwd	UNK:s_3287;MNXM588723	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-18:1)	;phosphatidylcholine (16:0/18:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:134594	;#
r_2744_2_rvs	UNK:s_3297_s_3428_s_3450_s_3694;UNK:s_3315	1-acylglycerophosphocholine (16:0);cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2745_1_fwd	UNK:s_3287;MNXM69413	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-18:1)	;PC(16:1(9Z)/P-18:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:89668	;59.7880
r_2745_1_rvs	UNK:s_3299_s_3429_s_3453_s_3696;UNK:s_3315	1-acylglycerophosphocholine (16:1);cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2745_2_fwd	UNK:s_3287;MNXM69413	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-18:1)	;PC(16:1(9Z)/P-18:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:89668	;1.1750
r_2745_2_rvs	UNK:s_3299_s_3429_s_3453_s_3696;UNK:s_3315	1-acylglycerophosphocholine (16:1);cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2746_1_fwd	UNK:s_3287;MNXM69594	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-18:1)	;PC(18:0/P-18:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:89679	;56.7158
r_2746_1_rvs	UNK:s_3301_s_3430_s_3455_s_3698;UNK:s_3315	1-acylglycerophosphocholine (18:0);cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2746_2_fwd	UNK:s_3287;MNXM69594	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-18:1)	;PC(18:0/P-18:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:89679	;0.8743
r_2746_2_rvs	UNK:s_3301_s_3430_s_3455_s_3698;UNK:s_3315	1-acylglycerophosphocholine (18:0);cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2747_1_fwd	UNK:s_3287;MNXM71112	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-18:1, 2-18:1)	;PC(P-18:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:89504	;54.6281
r_2747_1_rvs	UNK:s_3303_s_3431_s_3457_s_3700;UNK:s_3315	1-acylglycerophosphocholine (18:1);cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2747_2_fwd	UNK:s_3287;MNXM71112	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1);phosphatidylcholine (1-18:1, 2-18:1)	;PC(P-18:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:89504	;1.1371
r_2747_2_rvs	UNK:s_3303_s_3431_s_3457_s_3700;UNK:s_3315	1-acylglycerophosphocholine (18:1);cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2748_1_fwd	UNK:s_3288;MNXM588721	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:134592	;#
r_2748_1_rvs	UNK:s_3247;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2748_2_fwd	UNK:s_3288;MNXM588721	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:134592	;#
r_2748_2_rvs	UNK:s_3247;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2749_1_fwd	UNK:s_3288;MNXM588730	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:134637	;#
r_2749_1_rvs	UNK:s_3247;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2749_2_fwd	UNK:s_3288;MNXM588730	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:134637	;#
r_2749_2_rvs	UNK:s_3247;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2750_1_fwd	UNK:s_3288;MNXM71041	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:89972	;54.3466
r_2750_1_rvs	UNK:s_3247;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2750_2_fwd	UNK:s_3288;MNXM71041	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:89972	;0.9676
r_2750_2_rvs	UNK:s_3247;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2751_1_fwd	UNK:s_3288;MNXM71109	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:89506	;55.8772
r_2751_1_rvs	UNK:s_3247;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2751_2_fwd	UNK:s_3288;MNXM71109	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:89506	;1.1863
r_2751_2_rvs	UNK:s_3247;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2752_1_fwd	UNK:s_3288;MNXM588723	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;phosphatidylcholine (16:0/18:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:134594	;#
r_2752_1_rvs	UNK:s_3249;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2752_2_fwd	UNK:s_3288;MNXM588723	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;phosphatidylcholine (16:0/18:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:134594	;#
r_2752_2_rvs	UNK:s_3249;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2753_1_fwd	UNK:s_3288;MNXM69413	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;PC(16:1(9Z)/P-18:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:89668	;59.7880
r_2753_1_rvs	UNK:s_3249;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2753_2_fwd	UNK:s_3288;MNXM69413	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;PC(16:1(9Z)/P-18:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:89668	;1.1750
r_2753_2_rvs	UNK:s_3249;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2754_1_fwd	UNK:s_3288;MNXM69594	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;PC(18:0/P-18:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:89679	;56.7158
r_2754_1_rvs	UNK:s_3249;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2754_2_fwd	UNK:s_3288;MNXM69594	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;PC(18:0/P-18:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:89679	;0.8743
r_2754_2_rvs	UNK:s_3249;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2755_1_fwd	UNK:s_3288;MNXM71112	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;PC(P-18:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:89504	;54.6281
r_2755_1_rvs	UNK:s_3249;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2755_2_fwd	UNK:s_3288;MNXM71112	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;PC(P-18:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:89504	;1.1371
r_2755_2_rvs	UNK:s_3249;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2756_1_fwd	UNK:s_3289;MNXM588721	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:134592	;#
r_2756_1_rvs	UNK:s_3251;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2756_2_fwd	UNK:s_3289;MNXM588721	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:134592	;#
r_2756_2_rvs	UNK:s_3251;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2757_1_fwd	UNK:s_3289;MNXM588730	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:134637	;#
r_2757_1_rvs	UNK:s_3251;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2757_2_fwd	UNK:s_3289;MNXM588730	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:134637	;#
r_2757_2_rvs	UNK:s_3251;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2758_1_fwd	UNK:s_3289;MNXM71041	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:89972	;54.3466
r_2758_1_rvs	UNK:s_3251;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
r_2758_2_fwd	UNK:s_3289;MNXM71041	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;chebi:89972	;0.9676
r_2758_2_rvs	UNK:s_3251;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:0)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6960	;	;
r_2759_1_fwd	UNK:s_3289;MNXM71109	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;chebi:89506	;55.8772
r_2759_1_rvs	UNK:s_3251;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:1)	;	;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4753	;	;
