# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Eremothecium_coryli@Seq_2678;Eremothecium_coryli@Seq_3582	chebi:16004;chebi:15991	4.0801,0.1937;
r_2688_fwd	UNK:s_3280;MNXM588723	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;phosphatidylcholine (16:0/18:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134594	;#
r_2688_rvs	UNK:s_3297_s_3428_s_3450_s_3694;UNK:s_3310	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2689_fwd	UNK:s_3280;MNXM69413	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;PC(16:1(9Z)/P-18:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Eremothecium_coryli@Seq_3332	;chebi:89668	;3.8104
r_2689_rvs	UNK:s_3299_s_3429_s_3453_s_3696;UNK:s_3310	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2690_fwd	UNK:s_3280;MNXM69594	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;PC(18:0/P-18:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89679	;3.2964
r_2690_rvs	UNK:s_3301_s_3430_s_3455_s_3698;UNK:s_3310	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2691_fwd	UNK:s_3280;MNXM71112	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;PC(P-18:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Eremothecium_coryli@Seq_3332	;chebi:89504	;3.8741
r_2691_rvs	UNK:s_3303_s_3431_s_3457_s_3700;UNK:s_3310	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2692_fwd	UNK:s_3281;MNXM588721	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134592	;#
r_2692_rvs	UNK:s_3267;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2693_fwd	UNK:s_3281;MNXM588730	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134637	;#
r_2693_rvs	UNK:s_3267;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2694_fwd	UNK:s_3281;MNXM71041	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89972	;3.4636
r_2694_rvs	UNK:s_3267;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2695_fwd	UNK:s_3281;MNXM71109	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89506	;3.9495
r_2695_rvs	UNK:s_3267;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2696_fwd	UNK:s_3281;MNXM588723	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;phosphatidylcholine (16:0/18:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134594	;#
r_2696_rvs	UNK:s_3297_s_3428_s_3450_s_3694;UNK:s_3311	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2697_fwd	UNK:s_3281;MNXM69413	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;PC(16:1(9Z)/P-18:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Eremothecium_coryli@Seq_3332	;chebi:89668	;3.8104
r_2697_rvs	UNK:s_3299_s_3429_s_3453_s_3696;UNK:s_3311	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2698_fwd	UNK:s_3281;MNXM69594	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;PC(18:0/P-18:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89679	;3.2964
r_2698_rvs	UNK:s_3301_s_3430_s_3455_s_3698;UNK:s_3311	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2699_fwd	UNK:s_3281;MNXM71112	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;PC(P-18:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Eremothecium_coryli@Seq_3332	;chebi:89504	;3.8741
r_2699_rvs	UNK:s_3303_s_3431_s_3457_s_3700;UNK:s_3311	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2700_fwd	UNK:s_3282;MNXM588721	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134592	;#
r_2700_rvs	UNK:s_3268;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:0)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2701_fwd	UNK:s_3282;MNXM588730	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134637	;#
r_2701_rvs	UNK:s_3268;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2702_fwd	UNK:s_3282;MNXM71041	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89972	;3.4636
r_2702_rvs	UNK:s_3268;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:0)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2703_fwd	UNK:s_3282;MNXM71109	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89506	;3.9495
r_2703_rvs	UNK:s_3268;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2704_fwd	UNK:s_3282;MNXM588723	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:0, 2-18:1)	;phosphatidylcholine (16:0/18:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134594	;#
r_2704_rvs	UNK:s_3297_s_3428_s_3450_s_3694;UNK:s_3312	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2705_fwd	UNK:s_3282;MNXM69413	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:1, 2-18:1)	;PC(16:1(9Z)/P-18:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Eremothecium_coryli@Seq_3332	;chebi:89668	;3.8104
r_2705_rvs	UNK:s_3299_s_3429_s_3453_s_3696;UNK:s_3312	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2706_fwd	UNK:s_3282;MNXM69594	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:0, 2-18:1)	;PC(18:0/P-18:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89679	;3.2964
r_2706_rvs	UNK:s_3301_s_3430_s_3455_s_3698;UNK:s_3312	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2707_fwd	UNK:s_3282;MNXM71112	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:1, 2-18:1)	;PC(P-18:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Eremothecium_coryli@Seq_3332	;chebi:89504	;3.8741
r_2707_rvs	UNK:s_3303_s_3431_s_3457_s_3700;UNK:s_3312	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2708_fwd	UNK:s_3283;MNXM588721	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134592	;#
r_2708_rvs	UNK:s_3269;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:0)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2709_fwd	UNK:s_3283;MNXM588730	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134637	;#
r_2709_rvs	UNK:s_3269;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2710_fwd	UNK:s_3283;MNXM71041	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89972	;3.4636
r_2710_rvs	UNK:s_3269;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:0)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2711_fwd	UNK:s_3283;MNXM71109	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89506	;3.9495
r_2711_rvs	UNK:s_3269;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2712_fwd	UNK:s_3283;MNXM588723	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-18:1)	;phosphatidylcholine (16:0/18:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134594	;#
r_2712_rvs	UNK:s_3297_s_3428_s_3450_s_3694;UNK:s_3313	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2713_fwd	UNK:s_3283;MNXM69413	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-18:1)	;PC(16:1(9Z)/P-18:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Eremothecium_coryli@Seq_3332	;chebi:89668	;3.8104
r_2713_rvs	UNK:s_3299_s_3429_s_3453_s_3696;UNK:s_3313	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2714_fwd	UNK:s_3283;MNXM69594	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-18:1)	;PC(18:0/P-18:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89679	;3.2964
r_2714_rvs	UNK:s_3301_s_3430_s_3455_s_3698;UNK:s_3313	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2715_fwd	UNK:s_3283;MNXM71112	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1);phosphatidylcholine (1-18:1, 2-18:1)	;PC(P-18:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Eremothecium_coryli@Seq_3332	;chebi:89504	;3.8741
r_2715_rvs	UNK:s_3303_s_3431_s_3457_s_3700;UNK:s_3313	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2716_fwd	UNK:s_3284;MNXM588721	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134592	;#
r_2716_rvs	UNK:s_3235;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2717_fwd	UNK:s_3284;MNXM588730	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134637	;#
r_2717_rvs	UNK:s_3235;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2718_fwd	UNK:s_3284;MNXM71041	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89972	;3.4636
r_2718_rvs	UNK:s_3235;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2719_fwd	UNK:s_3284;MNXM71109	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89506	;3.9495
r_2719_rvs	UNK:s_3235;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2720_fwd	UNK:s_3284;MNXM588723	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;phosphatidylcholine (16:0/18:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134594	;#
r_2720_rvs	UNK:s_3237;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2721_fwd	UNK:s_3284;MNXM69413	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;PC(16:1(9Z)/P-18:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Eremothecium_coryli@Seq_3332	;chebi:89668	;3.8104
r_2721_rvs	UNK:s_3237;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2722_fwd	UNK:s_3284;MNXM69594	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;PC(18:0/P-18:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89679	;3.2964
r_2722_rvs	UNK:s_3237;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2723_fwd	UNK:s_3284;MNXM71112	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;PC(P-18:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Eremothecium_coryli@Seq_3332	;chebi:89504	;3.8741
r_2723_rvs	UNK:s_3237;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2724_fwd	UNK:s_3285;MNXM588721	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134592	;#
r_2724_rvs	UNK:s_3239;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:0)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2725_fwd	UNK:s_3285;MNXM588730	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134637	;#
r_2725_rvs	UNK:s_3239;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2726_fwd	UNK:s_3285;MNXM71041	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89972	;3.4636
r_2726_rvs	UNK:s_3239;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:0)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2727_fwd	UNK:s_3285;MNXM71109	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89506	;3.9495
r_2727_rvs	UNK:s_3239;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2728_fwd	UNK:s_3285;MNXM588723	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-18:1)	;phosphatidylcholine (16:0/18:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Eremothecium_coryli@Seq_3332	;chebi:134594	;#
r_2728_rvs	UNK:s_3297_s_3428_s_3450_s_3694;UNK:s_3314	1-acylglycerophosphocholine (16:0);cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2729_fwd	UNK:s_3285;MNXM69413	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-18:1)	;PC(16:1(9Z)/P-18:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Eremothecium_coryli@Seq_3332	;chebi:89668	;3.8104
r_2729_rvs	UNK:s_3299_s_3429_s_3453_s_3696;UNK:s_3314	1-acylglycerophosphocholine (16:1);cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
r_2730_fwd	UNK:s_3285;MNXM69594	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-18:1)	;PC(18:0/P-18:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	Eremothecium_coryli@Seq_3332	;chebi:89679	;3.2964
r_2730_rvs	UNK:s_3301_s_3430_s_3455_s_3698;UNK:s_3314	1-acylglycerophosphocholine (18:0);cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)	;	;	Eremothecium_coryli@Seq_3332	;	;
