# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Kazachstania_africana@Seq_3710;Kazachstania_africana@Seq_3762	chebi:16004;chebi:15991	9.4902,0.7325;
r_2517	MNXM49417;MNXM63	diglyceride (1-16:1, 2-18:1);CTP	DG(16:1(9Z)/18:1(9Z)/0:0);CTP	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC\C=C/CCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_3005	chebi:88500;chebi:37563	1.2577;1.0602
r_2518	MNXM49514;MNXM63	diglyceride (1-18:0, 2-18:1);CTP	1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol;CTP	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_3005	chebi:75468;chebi:37563	1.2540;1.0602
r_2519	MNXM741599;MNXM63	diglyceride (1-18:1, 2-18:1);CTP	1,2-di-(9Z-octadecenoyl)-sn-glycerol;CTP	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_3005	chebi:52333;chebi:37563	1.2960;1.0602
r_2520_1	MNXM3132;MNXM449	diglyceride (1-16:0, 2-16:1);CDP-ethanolamine	1,2-dihexadecanoyl-sn-glycerol;CDP-ethanolamine	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_235	chebi:82929;chebi:57876	10.3478;10.0112
r_2520_2	MNXM3132;MNXM449	diglyceride (1-16:0, 2-16:1);CDP-ethanolamine	1,2-dihexadecanoyl-sn-glycerol;CDP-ethanolamine	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_3407	chebi:82929;chebi:57876	13.8915;13.4448
r_2521_1	MNXM176611;MNXM449	diglyceride (1-16:1, 2-16:1);CDP-ethanolamine	1,2-di-(9Z-hexadecenoyl)-sn-glycerol;CDP-ethanolamine	CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_235	chebi:84417;chebi:57876	10.5481;10.0112
r_2521_2	MNXM176611;MNXM449	diglyceride (1-16:1, 2-16:1);CDP-ethanolamine	1,2-di-(9Z-hexadecenoyl)-sn-glycerol;CDP-ethanolamine	CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_3407	chebi:84417;chebi:57876	14.9168;13.4448
r_2522_1	MNXM49511;MNXM449	diglyceride (1-18:0, 2-16:1);CDP-ethanolamine	DG(18:0/16:1(9Z)/0:0);CDP-ethanolamine	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_235	chebi:88527;chebi:57876	10.2610;10.0112
r_2522_2	MNXM49511;MNXM449	diglyceride (1-18:0, 2-16:1);CDP-ethanolamine	DG(18:0/16:1(9Z)/0:0);CDP-ethanolamine	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_3407	chebi:88527;chebi:57876	13.9631;13.4448
r_2523_1	MNXM49575;MNXM449	diglyceride (1-18:1, 2-16:1);CDP-ethanolamine	DG(18:1(9Z)/16:1(9Z)/0:0);CDP-ethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_235	chebi:89229;chebi:57876	10.3511;10.0112
r_2523_2	MNXM49575;MNXM449	diglyceride (1-18:1, 2-16:1);CDP-ethanolamine	DG(18:1(9Z)/16:1(9Z)/0:0);CDP-ethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_3407	chebi:89229;chebi:57876	14.4426;13.4448
r_2524_1	MNXM49380;MNXM449	diglyceride (1-16:0, 2-18:1);CDP-ethanolamine	DG(16:0/18:1(11Z)/0:0);CDP-ethanolamine	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC\C=C/CCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_235	chebi:88454;chebi:57876	10.2610;10.0112
r_2524_2	MNXM49380;MNXM449	diglyceride (1-16:0, 2-18:1);CDP-ethanolamine	DG(16:0/18:1(11Z)/0:0);CDP-ethanolamine	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC\C=C/CCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_3407	chebi:88454;chebi:57876	13.9631;13.4448
r_2525_1	MNXM49417;MNXM449	diglyceride (1-16:1, 2-18:1);CDP-ethanolamine	DG(16:1(9Z)/18:1(9Z)/0:0);CDP-ethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC\C=C/CCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_235	chebi:88500;chebi:57876	10.3511;10.0112
r_2525_2	MNXM49417;MNXM449	diglyceride (1-16:1, 2-18:1);CDP-ethanolamine	DG(16:1(9Z)/18:1(9Z)/0:0);CDP-ethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC\C=C/CCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_3407	chebi:88500;chebi:57876	14.4426;13.4448
r_2526_1	MNXM49514;MNXM449	diglyceride (1-18:0, 2-18:1);CDP-ethanolamine	1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol;CDP-ethanolamine	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_235	chebi:75468;chebi:57876	10.1759;10.0112
r_2526_2	MNXM49514;MNXM449	diglyceride (1-18:0, 2-18:1);CDP-ethanolamine	1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol;CDP-ethanolamine	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_3407	chebi:75468;chebi:57876	13.5945;13.4448
r_2527_1	MNXM741599;MNXM449	diglyceride (1-18:1, 2-18:1);CDP-ethanolamine	1,2-di-(9Z-octadecenoyl)-sn-glycerol;CDP-ethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_235	chebi:52333;chebi:57876	10.1922;10.0112
r_2527_2	MNXM741599;MNXM449	diglyceride (1-18:1, 2-18:1);CDP-ethanolamine	1,2-di-(9Z-octadecenoyl)-sn-glycerol;CDP-ethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCCCC;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1	Kazachstania_africana@Seq_3407	chebi:52333;chebi:57876	14.0302;13.4448
r_2528_1	MNXM3132;MNXM283	diglyceride (1-16:0, 2-16:1);CDP-choline	1,2-dihexadecanoyl-sn-glycerol;CDP-choline	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_235	chebi:82929;chebi:58779	10.3478;13.9831
r_2528_2	MNXM3132;MNXM283	diglyceride (1-16:0, 2-16:1);CDP-choline	1,2-dihexadecanoyl-sn-glycerol;CDP-choline	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_3407	chebi:82929;chebi:58779	13.8915;23.3087
r_2529_1	MNXM176611;MNXM283	diglyceride (1-16:1, 2-16:1);CDP-choline	1,2-di-(9Z-hexadecenoyl)-sn-glycerol;CDP-choline	CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_235	chebi:84417;chebi:58779	10.5481;13.9831
r_2529_2	MNXM176611;MNXM283	diglyceride (1-16:1, 2-16:1);CDP-choline	1,2-di-(9Z-hexadecenoyl)-sn-glycerol;CDP-choline	CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_3407	chebi:84417;chebi:58779	14.9168;23.3087
r_2530_1	MNXM49511;MNXM283	diglyceride (1-18:0, 2-16:1);CDP-choline	DG(18:0/16:1(9Z)/0:0);CDP-choline	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_235	chebi:88527;chebi:58779	10.2610;13.9831
r_2530_2	MNXM49511;MNXM283	diglyceride (1-18:0, 2-16:1);CDP-choline	DG(18:0/16:1(9Z)/0:0);CDP-choline	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_3407	chebi:88527;chebi:58779	13.9631;23.3087
r_2531_1	MNXM49575;MNXM283	diglyceride (1-18:1, 2-16:1);CDP-choline	DG(18:1(9Z)/16:1(9Z)/0:0);CDP-choline	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_235	chebi:89229;chebi:58779	10.3511;13.9831
r_2531_2	MNXM49575;MNXM283	diglyceride (1-18:1, 2-16:1);CDP-choline	DG(18:1(9Z)/16:1(9Z)/0:0);CDP-choline	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_3407	chebi:89229;chebi:58779	14.4426;23.3087
r_2532_1	MNXM49380;MNXM283	diglyceride (1-16:0, 2-18:1);CDP-choline	DG(16:0/18:1(11Z)/0:0);CDP-choline	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC\C=C/CCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_235	chebi:88454;chebi:58779	10.2610;13.9831
r_2532_2	MNXM49380;MNXM283	diglyceride (1-16:0, 2-18:1);CDP-choline	DG(16:0/18:1(11Z)/0:0);CDP-choline	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC\C=C/CCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_3407	chebi:88454;chebi:58779	13.9631;23.3087
r_2533_1	MNXM49417;MNXM283	diglyceride (1-16:1, 2-18:1);CDP-choline	DG(16:1(9Z)/18:1(9Z)/0:0);CDP-choline	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC\C=C/CCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_235	chebi:88500;chebi:58779	10.3511;13.9831
r_2533_2	MNXM49417;MNXM283	diglyceride (1-16:1, 2-18:1);CDP-choline	DG(16:1(9Z)/18:1(9Z)/0:0);CDP-choline	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC\C=C/CCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_3407	chebi:88500;chebi:58779	14.4426;23.3087
r_2534_1	MNXM49514;MNXM283	diglyceride (1-18:0, 2-18:1);CDP-choline	1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol;CDP-choline	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_235	chebi:75468;chebi:58779	10.1759;13.9831
r_2534_2	MNXM49514;MNXM283	diglyceride (1-18:0, 2-18:1);CDP-choline	1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol;CDP-choline	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_3407	chebi:75468;chebi:58779	13.5945;23.3087
r_2535_1	MNXM741599;MNXM283	diglyceride (1-18:1, 2-18:1);CDP-choline	1,2-di-(9Z-octadecenoyl)-sn-glycerol;CDP-choline	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_235	chebi:52333;chebi:58779	10.1922;13.9831
r_2535_2	MNXM741599;MNXM283	diglyceride (1-18:1, 2-18:1);CDP-choline	1,2-di-(9Z-octadecenoyl)-sn-glycerol;CDP-choline	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCCCC;C[N+](C)(C)CCOP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	Kazachstania_africana@Seq_3407	chebi:52333;chebi:58779	14.0302;23.3087
r_2536	UNK:s_3084_s_3096;MNXM66	CDP-diacylglycerol (1-16:0, 2-16:1);glycerol 3-phosphate	;sn-glycerol 3-phosphate	;OC[C@@H](O)COP([O-])([O-])=O	Kazachstania_africana@Seq_922	;chebi:57597	;18.1584
r_2537	MNXM736317;MNXM66	CDP-diacylglycerol (1-16:1, 2-16:1);glycerol 3-phosphate	CDP-1,2-di-(9Z-hexadecenoyl)-sn-glycerol;sn-glycerol 3-phosphate	CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)OC(=O)CCCCCCC\C=C/CCCCCC;OC[C@@H](O)COP([O-])([O-])=O	Kazachstania_africana@Seq_922	slm:000741671;chebi:57597	15.8728;18.1584
r_2538	UNK:s_3086_s_3100;MNXM66	CDP-diacylglycerol (1-18:0, 2-16:1);glycerol 3-phosphate	;sn-glycerol 3-phosphate	;OC[C@@H](O)COP([O-])([O-])=O	Kazachstania_africana@Seq_922	;chebi:57597	;18.1584
r_2539	UNK:s_3087_s_3102;MNXM66	CDP-diacylglycerol (1-18:1, 2-16:1);glycerol 3-phosphate	;sn-glycerol 3-phosphate	;OC[C@@H](O)COP([O-])([O-])=O	Kazachstania_africana@Seq_922	;chebi:57597	;18.1584
r_2540	MNXM32787;MNXM66	CDP-diacylglycerol (1-16:0, 2-18:1);glycerol 3-phosphate	CDP-1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol;sn-glycerol 3-phosphate	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)OC(=O)CCCCCCC\C=C/CCCCCCCC;OC[C@@H](O)COP([O-])([O-])=O	Kazachstania_africana@Seq_922	slm:000741511;chebi:57597	14.8988;18.1584
r_2541	UNK:s_3089_s_3106;MNXM66	CDP-diacylglycerol (1-16:1, 2-18:1);glycerol 3-phosphate	;sn-glycerol 3-phosphate	;OC[C@@H](O)COP([O-])([O-])=O	Kazachstania_africana@Seq_922	;chebi:57597	;18.1584
r_2542	UNK:s_3220	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-16:1)			Kazachstania_africana@Seq_4846	
r_2543	UNK:s_3221	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-16:1)			Kazachstania_africana@Seq_4846	
r_2544	UNK:s_3222	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:0, 2-16:1)			Kazachstania_africana@Seq_4846	
r_2545	UNK:s_3223	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:1, 2-16:1)			Kazachstania_africana@Seq_4846	
r_2546	UNK:s_3224	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-18:1)			Kazachstania_africana@Seq_4846	
r_2547	UNK:s_3225	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-18:1)			Kazachstania_africana@Seq_4846	
r_2584	UNK:s_3234	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2585	UNK:s_3235	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2586	UNK:s_3236	cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2587	UNK:s_3237	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2588	UNK:s_3238	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)			Kazachstania_africana@Seq_1932	
r_2589	UNK:s_3239	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)			Kazachstania_africana@Seq_1932	
r_2590	UNK:s_3246	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2591	UNK:s_3247	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2592	UNK:s_3248	cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2593	UNK:s_3249	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2594	UNK:s_3250	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)			Kazachstania_africana@Seq_1932	
r_2595	UNK:s_3251	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)			Kazachstania_africana@Seq_1932	
r_2596	UNK:s_3258	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2597	UNK:s_3259	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2598	UNK:s_3260	cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2599	UNK:s_3261	cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2600	UNK:s_3262	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1)			Kazachstania_africana@Seq_1932	
r_2601	UNK:s_3263	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1)			Kazachstania_africana@Seq_1932	
r_2602	UNK:s_3234	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2603	UNK:s_3236	cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2604	UNK:s_3238	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)			Kazachstania_africana@Seq_1932	
r_2605	UNK:s_3240	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2606	UNK:s_3242	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2607	UNK:s_3244	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)			Kazachstania_africana@Seq_1932	
r_2608	UNK:s_3246	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2609	UNK:s_3248	cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2610	UNK:s_3250	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)			Kazachstania_africana@Seq_1932	
r_2611	UNK:s_3252	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2612	UNK:s_3254	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2613	UNK:s_3256	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)			Kazachstania_africana@Seq_1932	
r_2614	UNK:s_3258	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2615	UNK:s_3260	cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2616	UNK:s_3262	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1)			Kazachstania_africana@Seq_1932	
r_2617	UNK:s_3264	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2618	UNK:s_3266	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)			Kazachstania_africana@Seq_1932	
r_2619	UNK:s_3268	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)			Kazachstania_africana@Seq_1932	
r_2620_fwd	UNK:s_3270;MNXM588721	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2081	;chebi:134592	;#
r_2620_rvs	UNK:s_3240;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	Kazachstania_africana@Seq_2081	;	;
r_2621_fwd	UNK:s_3270;MNXM588730	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2081	;chebi:134637	;#
r_2621_rvs	UNK:s_3240;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	Kazachstania_africana@Seq_2081	;	;
r_2622_fwd	UNK:s_3270;MNXM71041	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Kazachstania_africana@Seq_2081	;chebi:89972	;2.3883
