id	rxn_src	dir	enz	protein_stoich	status	comments	MW (g/mmol)
RXN-EX_sbt__L_e_FWD-SPONT	EX_sbt__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-G5SADr_c_FWD-UNKNOWN	G5SADr_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-G5SADr_c_REV-UNKNOWN	G5SADr_c	REV	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-EX_glu__L_e_FWD-SPONT	EX_glu__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GLUt_c_n_FWD-SPONT	GLUt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GLUt_c_n_REV-SPONT	GLUt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_gln__L_e_FWD-SPONT	EX_gln__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GLNt_c_n_FWD-SPONT	GLNt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GLNt_c_n_REV-SPONT	GLNt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_his__L_e_FWD-SPONT	EX_his__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-HOMt_c_e_FWD-SPONT	HOMt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-HOMt_c_e_REV-SPONT	HOMt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_ile__L_e_FWD-SPONT	EX_ile__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ILEt_c_m_FWD-SPONT	ILEt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_leu__L_e_FWD-SPONT	EX_leu__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_lys__L_e_FWD-SPONT	EX_lys__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-MALt_c_e_FWD-SPONT	MALt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-MALt_c_e_REV-SPONT	MALt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_met__L_e_FWD-SPONT	EX_met__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_phe__L_e_FWD-SPONT	EX_phe__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_pro__L_e_FWD-SPONT	EX_pro__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PROt_c_m_FWD-SPONT	PROt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PROt_c_m_REV-SPONT	PROt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_ser__L_e_FWD-SPONT	EX_ser__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-SBTLt_c_e_FWD-YEL069C	SBTLt_c_e	FWD	YEL069C	YEL069C:1	protStoichAsgnAuto		63.27959
RXN-SBTLt_c_e_REV-YEL069C	SBTLt_c_e	REV	YEL069C	YEL069C:1	protStoichAsgnAuto		63.27959
RXN-SBTLt_c_e_FWD-YJR158W	SBTLt_c_e	FWD	YJR158W	YJR158W:1	protStoichAsgnAuto		63.47282
RXN-SBTLt_c_e_REV-YJR158W	SBTLt_c_e	REV	YJR158W	YJR158W:1	protStoichAsgnAuto		63.47282
RXN-SBTLt_c_e_FWD-YDL245C	SBTLt_c_e	FWD	YDL245C	YDL245C:1	protStoichAsgnAuto		63.4849
RXN-SBTLt_c_e_REV-YDL245C	SBTLt_c_e	REV	YDL245C	YDL245C:1	protStoichAsgnAuto		63.4849
RXN-SBTLt_c_e_FWD-YNR072W	SBTLt_c_e	FWD	YNR072W	YNR072W:1	protStoichAsgnAuto		63.37269
RXN-SBTLt_c_e_REV-YNR072W	SBTLt_c_e	REV	YNR072W	YNR072W:1	protStoichAsgnAuto		63.37269
RXN-EX_srb__L_e_FWD-SPONT	EX_srb__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-SRBt_c_e_FWD-YOL156W	SRBt_c_e	FWD	YOL156W	YOL156W:1	protStoichAsgnAuto		63.28802
RXN-SRBt_c_e_REV-YOL156W	SRBt_c_e	REV	YOL156W	YOL156W:1	protStoichAsgnAuto		63.28802
RXN-SRBt_c_e_FWD-YEL069C	SRBt_c_e	FWD	YEL069C	YEL069C:1	protStoichAsgnAuto		63.27959
RXN-SRBt_c_e_REV-YEL069C	SRBt_c_e	REV	YEL069C	YEL069C:1	protStoichAsgnAuto		63.27959
RXN-SRBt_c_e_FWD-YDR342C	SRBt_c_e	FWD	YDR342C	YDR342C:1	protStoichAsgnAuto		63.28848
RXN-SRBt_c_e_REV-YDR342C	SRBt_c_e	REV	YDR342C	YDR342C:1	protStoichAsgnAuto		63.28848
RXN-SRBt_c_e_FWD-YNR072W	SRBt_c_e	FWD	YNR072W	YNR072W:1	protStoichAsgnAuto		63.37269
RXN-SRBt_c_e_REV-YNR072W	SRBt_c_e	REV	YNR072W	YNR072W:1	protStoichAsgnAuto		63.37269
RXN-SRBt_c_e_FWD-YDR343C	SRBt_c_e	FWD	YDR343C	YDR343C:1	protStoichAsgnAuto		63.25846
RXN-SRBt_c_e_REV-YDR343C	SRBt_c_e	REV	YDR343C	YDR343C:1	protStoichAsgnAuto		63.25846
RXN-SRBt_c_e_FWD-YJR158W	SRBt_c_e	FWD	YJR158W	YJR158W:1	protStoichAsgnAuto		63.47282
RXN-SRBt_c_e_REV-YJR158W	SRBt_c_e	REV	YJR158W	YJR158W:1	protStoichAsgnAuto		63.47282
RXN-SRBt_c_e_FWD-YHR092C	SRBt_c_e	FWD	YHR092C	YHR092C:1	protStoichAsgnAuto		64.46535
RXN-SRBt_c_e_REV-YHR092C	SRBt_c_e	REV	YHR092C	YHR092C:1	protStoichAsgnAuto		64.46535
RXN-SRBt_c_e_FWD-YDR345C	SRBt_c_e	FWD	YDR345C	YDR345C:1	protStoichAsgnAuto		63.10593
RXN-SRBt_c_e_REV-YDR345C	SRBt_c_e	REV	YDR345C	YDR345C:1	protStoichAsgnAuto		63.10593
RXN-SRBt_c_e_FWD-YJL214W	SRBt_c_e	FWD	YJL214W	YJL214W:1	protStoichAsgnAuto		64.03581
RXN-SRBt_c_e_REV-YJL214W	SRBt_c_e	REV	YJL214W	YJL214W:1	protStoichAsgnAuto		64.03581
RXN-SRBt_c_e_FWD-YMR011W	SRBt_c_e	FWD	YMR011W	YMR011W:1	protStoichAsgnAuto		60.36908
RXN-SRBt_c_e_REV-YMR011W	SRBt_c_e	REV	YMR011W	YMR011W:1	protStoichAsgnAuto		60.36908
RXN-SRBt_c_e_FWD-YHR094C	SRBt_c_e	FWD	YHR094C	YHR094C:1	protStoichAsgnAuto		63.81371
RXN-SRBt_c_e_REV-YHR094C	SRBt_c_e	REV	YHR094C	YHR094C:1	protStoichAsgnAuto		63.81371
RXN-SRBt_c_e_FWD-YFL011W	SRBt_c_e	FWD	YFL011W	YFL011W:1	protStoichAsgnAuto		61.20245
RXN-SRBt_c_e_REV-YFL011W	SRBt_c_e	REV	YFL011W	YFL011W:1	protStoichAsgnAuto		61.20245
RXN-SRBt_c_e_FWD-YHR096C	SRBt_c_e	FWD	YHR096C	YHR096C:1	protStoichAsgnAuto		66.82674
RXN-SRBt_c_e_REV-YHR096C	SRBt_c_e	REV	YHR096C	YHR096C:1	protStoichAsgnAuto		66.82674
RXN-SRBt_c_e_FWD-YJL219W	SRBt_c_e	FWD	YJL219W	YJL219W:1	protStoichAsgnAuto		63.41103
RXN-SRBt_c_e_REV-YJL219W	SRBt_c_e	REV	YJL219W	YJL219W:1	protStoichAsgnAuto		63.41103
RXN-SRBt_c_e_FWD-YDL245C	SRBt_c_e	FWD	YDL245C	YDL245C:1	protStoichAsgnAuto		63.4849
RXN-SRBt_c_e_REV-YDL245C	SRBt_c_e	REV	YDL245C	YDL245C:1	protStoichAsgnAuto		63.4849
RXN-EX_thr__L_e_FWD-SPONT	EX_thr__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_trp__L_e_FWD-SPONT	EX_trp__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_tyr__L_e_FWD-SPONT	EX_tyr__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_val__L_e_FWD-SPONT	EX_val__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_lanost_e_FWD-SPONT	EX_lanost_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_ddca_e_FWD-SPONT	EX_ddca_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-MALOAAta_x_FWD-SPONT	MALOAAta_x	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-MALOAAta_x_REV-SPONT	MALOAAta_x	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_malt_e_FWD-SPONT	EX_malt_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-MANNANt_c_r_FWD-SPONT	MANNANt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-MANNANt_c_r_REV-SPONT	MANNANt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-METt_c_m_FWD-YDR508C	METt_c_m	FWD	YDR508C	YDR508C:1	protStoichAsgnManual	Interacts with RRT2 (PubMed:21880895).	74.24437
RXN-MGSA_c_FWD-UNKNOWN	MGSA_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-EX_inost_e_FWD-SPONT	EX_inost_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_Nfortyr2_e_FWD-SPONT	EX_Nfortyr2_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NADPt_c_r_FWD-SPONT	NADPt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NADPt_c_r_REV-SPONT	NADPt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NADPHt_c_r_FWD-SPONT	NADPHt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NADPHt_c_r_REV-SPONT	NADPHt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NH4t_c_m_FWD-SPONT	NH4t_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NH4t_c_m_REV-SPONT	NH4t_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NCAMt_c_n_FWD-SPONT	NCAMt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NCAMt_c_n_REV-SPONT	NCAMt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_nac_e_FWD-SPONT	EX_nac_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_nmn_e_FWD-SPONT	EX_nmn_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NMNt_c_n_FWD-SPONT	NMNt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NMNt_c_n_REV-SPONT	NMNt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NMNt_c_x_FWD-SPONT	NMNt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NMNt_c_x_REV-SPONT	NMNt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NMNt_c_e_FWD-SPONT	NMNt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NDP4_c_FWD-UNKNOWN	NDP4_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-NTP4_c_FWD-UNKNOWN	NTP4_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-ACRNt_c_m_FWD-YOR100C	ACRNt_c_m	FWD	YOR100C	YOR100C:1	protStoichAsgnAuto		35.08
RXN-O2t_c_r_FWD-SPONT	O2t_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-O2t_c_r_REV-SPONT	O2t_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-O2t_c_m_FWD-SPONT	O2t_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-O2t_c_m_REV-SPONT	O2t_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-O2t_c_e_FWD-SPONT	O2t_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-O2t_c_e_REV-SPONT	O2t_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-O2t_c_x_FWD-SPONT	O2t_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-O2t_c_x_REV-SPONT	O2t_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-OCDCAt_c_e_FWD-SPONT	OCDCAt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-OCDCAt_c_e_REV-SPONT	OCDCAt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_octa_e_FWD-SPONT	EX_octa_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-OAAt_c_e_FWD-SPONT	OAAt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-OAAt_c_e_REV-SPONT	OAAt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_oaa_e_FWD-SPONT	EX_oaa_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GTHOXt_c_e_FWD-YJL212C	GTHOXt_c_e	FWD	YJL212C	YJL212C:1	protStoichAsgnAuto		92.40955
RXN-TRDOXt_c_x_FWD-SPONT	TRDOXt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TRDOXt_c_x_REV-SPONT	TRDOXt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_o2_e_FWD-SPONT	EX_o2_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_o2_e_REV-SPONT	EX_o2_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_hdca_e_FWD-SPONT	EX_hdca_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_hdcea_e_FWD-SPONT	EX_hdcea_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PMTCOAt_c_r_FWD-SPONT	PMTCOAt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PMTCOAt_c_r_REV-SPONT	PMTCOAt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PAN4Pt_c_m_FWD-SPONT	PAN4Pt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PAN4Pt_c_m_REV-SPONT	PAN4Pt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PTPATi_m_FWD-UNKNOWN	PTPATi_m	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-PAPt_c_FWD-SPONT	PAPt_c	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PAPt_c_REV-SPONT	PAPt_c	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_pectin_e_FWD-SPONT	EX_pectin_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_pheac_e_FWD-SPONT	EX_pheac_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_pacald_e_FWD-SPONT	EX_pacald_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PACALDt_c_e_FWD-SPONT	PACALDt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PACALDt_c_e_REV-SPONT	PACALDt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PACALDt_c_m_FWD-SPONT	PACALDt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PACALDt_c_m_REV-SPONT	PACALDt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PHEt_c_m_FWD-SPONT	PHEt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_pi_e_FWD-SPONT	EX_pi_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_pi_e_REV-SPONT	EX_pi_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PIt_c_v_FWD-YNR013C	PIt_c_v	FWD	YNR013C	YNR013C:1	protStoichAsgnManual	May function as a monomer.	100.36868
RXN-PIt_c_v_REV-YNR013C	PIt_c_v	REV	YNR013C	YNR013C:1	protStoichAsgnManual	May function as a monomer.	100.36868
RXN-EX_k_e_FWD-SPONT	EX_k_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_k_e_REV-SPONT	EX_k_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPPG9t_c_m_FWD-SPONT	PPPG9t_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPPG9t_c_m_REV-SPONT	PPPG9t_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PRPPt_c_m_FWD-SPONT	PRPPt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PRPPt_c_m_REV-SPONT	PRPPt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_ptrc_e_FWD-SPONT	EX_ptrc_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PYDXK_c_FWD-YNR027W	PYDXK_c	FWD	YNR027W	YNR027W:1	protStoichAsgnAuto		35.66343
RXN-PYDAMK_c_FWD-UNKNOWN	PYDAMK_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-HYPOE_c_FWD-UNKNOWN	HYPOE_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-EX_pydxn_e_FWD-SPONT	EX_pydxn_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PMDPHT_c_FWD-UNKNOWN	PMDPHT_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-PYNP2r_c_FWD-UNKNOWN	PYNP2r_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-PYNP2r_c_REV-UNKNOWN	PYNP2r_c	REV	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-PPIt_c_m_FWD-SPONT	PPIt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPIt_c_m_REV-SPONT	PPIt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_pyr_e_FWD-SPONT	EX_pyr_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-QULNt_c_m_FWD-SPONT	QULNt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-QULNt_c_m_REV-SPONT	QULNt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TRDRDt_c_x_FWD-SPONT	TRDRDt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TRDRDt_c_x_REV-SPONT	TRDRDt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_ribflv_e_FWD-SPONT	EX_ribflv_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-RIBFLVt_c_m_FWD-SPONT	RIBFLVt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-RIBFLVt_c_e_FWD-YOR306C	RIBFLVt_c_e	FWD	YOR306C	YOR306C:1	protStoichAsgnAuto		58.07342
RXN-RIBt_c_e_FWD-YHR092C	RIBt_c_e	FWD	YHR092C	YHR092C:1	protStoichAsgnAuto		64.46535
RXN-RIBt_c_e_FWD-YDR342C	RIBt_c_e	FWD	YDR342C	YDR342C:1	protStoichAsgnAuto		63.28848
RXN-AHCYSt_c_m_FWD-SPONT	AHCYSt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-AHCYSt_c_m_REV-SPONT	AHCYSt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_amet_e_FWD-SPONT	EX_amet_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_mmet_e_FWD-SPONT	EX_mmet_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-SERt_c_m_FWD-YDR508C	SERt_c_m	FWD	YDR508C	YDR508C:1	protStoichAsgnManual	Interacts with RRT2 (PubMed:21880895).	74.24437
RXN-SERt_c_m_REV-YDR508C	SERt_c_m	REV	YDR508C	YDR508C:1	protStoichAsgnManual	Interacts with RRT2 (PubMed:21880895).	74.24437
RXN-EX_g3pc_e_FWD-SPONT	EX_g3pc_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_na1_e_FWD-SPONT	EX_na1_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_na1_e_REV-SPONT	EX_na1_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-SPMDAT_c_FWD-UNKNOWN	SPMDAT_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-EX_spmd_e_FWD-SPONT	EX_spmd_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_sprm_e_FWD-SPONT	EX_sprm_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-SQLt_c_r_FWD-SPONT	SQLt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-SQLt_c_r_REV-SPONT	SQLt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-SSQ23EPXt_c_r_FWD-SPONT	SSQ23EPXt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-SSQ23EPXt_c_r_REV-SPONT	SSQ23EPXt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_ocdca_e_FWD-SPONT	EX_ocdca_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_succ_e_FWD-SPONT	EX_succ_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-SUCCt_c_e_FWD-SPONT	SUCCt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-SUCCt_c_e_REV-SPONT	SUCCt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_sucr_e_FWD-SPONT	EX_sucr_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_so4_e_FWD-SPONT	EX_so4_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_so4_e_REV-SPONT	EX_so4_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_so3_e_FWD-SPONT	EX_so3_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_taur_e_FWD-SPONT	EX_taur_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TTCCOAt_c_r_FWD-SPONT	TTCCOAt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TTCCOAt_c_r_REV-SPONT	TTCCOAt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-THMP_c_FWD-YDL024C	THMP_c	FWD	YDL024C	YDL024C:1	protStoichAsgnAuto		53.51473
RXN-TMN_c_FWD-UNKNOWN	TMN_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-EX_thmpp_e_FWD-SPONT	EX_thmpp_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_thm_e_FWD-SPONT	EX_thm_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_thmmp_e_FWD-SPONT	EX_thmmp_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TMPK_c_FWD-UNKNOWN	TMPK_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-THZPSN2_c_FWD-UNKNOWN	THZPSN2_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-THZPSN1_c_FWD-UNKNOWN	THZPSN1_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-THRt_c_m_FWD-YDR508C	THRt_c_m	FWD	YDR508C	YDR508C:1	protStoichAsgnManual	Interacts with RRT2 (PubMed:21880895).	74.24437
RXN-EX_thymd_e_FWD-SPONT	EX_thymd_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TMDK1_c_FWD-UNKNOWN	TMDK1_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-THYMDt_c_e_FWD-SPONT	THYMDt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-THYMDt_c_e_REV-SPONT	THYMDt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TREt_c_v_FWD-SPONT	TREt_c_v	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TREt_c_v_REV-SPONT	TREt_c_v	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TRPt_c_m_FWD-SPONT	TRPt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_ind3eth_e_FWD-SPONT	EX_ind3eth_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-IND3ETHt_c_e_FWD-SPONT	IND3ETHt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-IND3ETHt_c_e_REV-SPONT	IND3ETHt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-IND3ETHt_c_m_FWD-SPONT	IND3ETHt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-IND3ETHt_c_m_REV-SPONT	IND3ETHt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TYRt_c_m_FWD-SPONT	TYRt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TYRt_c_x_FWD-SPONT	TYRt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-TYRt_c_x_REV-SPONT	TYRt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-UMPt_c_n_FWD-SPONT	UMPt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-UMPt_c_n_REV-SPONT	UMPt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_ura_e_FWD-SPONT	EX_ura_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_urea_e_FWD-SPONT	EX_urea_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_uri_e_FWD-SPONT	EX_uri_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-VALt_c_m_FWD-SPONT	VALt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-VALt_c_m_REV-SPONT	VALt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-H2Ot_c_r_FWD-SPONT	H2Ot_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-H2Ot_c_r_REV-SPONT	H2Ot_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-H2Ot_c_g_FWD-SPONT	H2Ot_c_g	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-H2Ot_c_g_REV-SPONT	H2Ot_c_g	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-H2Ot_c_m_FWD-SPONT	H2Ot_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-H2Ot_c_m_REV-SPONT	H2Ot_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
